2.21575e-11 3.63493e-11 5.90376e-11 9.49335e-11 1.51135e-10 2.38216e-10 3.71733e-10 5.74313e-10 8.78465e-10 1.33032e-09 1.99455e-09 2.96068e-09 4.35106e-09 6.33076e-09 9.11955e-09 1.30061e-08 1.83645e-08 2.56725e-08 3.55315e-08 4.86874e-08 6.60506e-08 8.87142e-08 1.17969e-07 1.5531e-07 2.02435e-07 2.61235e-07 3.33759e-07 4.22175e-07 5.287e-07 6.55515e-07 8.0466e-07 9.77913e-07 1.17664e-06 1.40167e-06 1.65312e-06 1.93028e-06 2.23148e-06 2.55401e-06 2.89407e-06 3.24678e-06 3.60624e-06 3.96563e-06 4.31745e-06 4.65371e-06 4.96625e-06 5.24705e-06 5.48856e-06 5.68406e-06 5.82795e-06 5.91603e-06 5.94568e-06 5.91603e-06 5.82795e-06 5.68406e-06 5.48856e-06 5.24705e-06 4.96625e-06 4.65371e-06 4.31745e-06 3.96563e-06 3.60624e-06 3.24678e-06 2.89407e-06 2.55401e-06 2.23148e-06 1.93028e-06 1.65312e-06 1.40167e-06 1.17664e-06 9.77913e-07 8.0466e-07 6.55515e-07 5.287e-07 4.22175e-07 3.33759e-07 2.61235e-07 2.02435e-07 1.5531e-07 1.17969e-07 8.87142e-08 6.60506e-08 4.86874e-08 3.55315e-08 2.56725e-08 1.83645e-08 1.30061e-08 9.11955e-09 6.33076e-09 4.35106e-09 2.96068e-09 1.99455e-09 1.33032e-09 8.78465e-10 5.74313e-10 3.71733e-10 2.38216e-10 1.51135e-10 9.49335e-11 5.90376e-11 3.63493e-11 
3.63493e-11 5.9631e-11 9.68511e-11 1.55738e-10 2.47937e-10 3.90792e-10 6.09827e-10 9.42159e-10 1.44112e-09 2.18239e-09 3.27206e-09 4.85699e-09 7.13791e-09 1.03856e-08 1.49606e-08 2.13365e-08 3.01269e-08 4.21157e-08 5.82894e-08 7.98716e-08 1.08356e-07 1.45535e-07 1.93528e-07 2.54785e-07 3.32095e-07 4.28555e-07 5.47531e-07 6.92577e-07 8.6733e-07 1.07537e-06 1.32004e-06 1.60426e-06 1.93028e-06 2.29944e-06 2.71194e-06 3.16662e-06 3.66074e-06 4.18985e-06 4.74772e-06 5.32634e-06 5.91602e-06 6.50561e-06 7.08277e-06 7.6344e-06 8.14712e-06 8.60776e-06 9.00396e-06 9.32468e-06 9.56074e-06 9.70523e-06 9.75388e-06 9.70523e-06 9.56074e-06 9.32468e-06 9.00396e-06 8.60776e-06 8.14712e-06 7.6344e-06 7.08277e-06 6.50561e-06 5.91602e-06 5.32634e-06 4.74772e-06 4.18985e-06 3.66074e-06 3.16662e-06 2.71194e-06 2.29944e-06 1.93028e-06 1.60426e-06 1.32004e-06 1.07537e-06 8.6733e-07 6.92577e-07 5.47531e-07 4.28555e-07 3.32095e-07 2.54785e-07 1.93528e-07 1.45535e-07 1.08356e-07 7.98716e-08 5.82894e-08 4.21157e-08 3.01269e-08 2.13365e-08 1.49606e-08 1.03856e-08 7.13791e-09 4.85699e-09 3.27206e-09 2.18239e-09 1.44112e-09 9.42159e-10 6.09827e-10 3.90792e-10 2.47937e-10 1.55738e-10 9.68511e-11 5.9631e-11 
5.90376e-11 9.68511e-11 1.57303e-10 2.52946e-10 4.02693e-10 6.34714e-10 9.90465e-10 1.53023e-09 2.34063e-09 3.54458e-09 5.3144e-09 7.8886e-09 1.15932e-08 1.6868e-08 2.42986e-08 3.46542e-08 4.89314e-08 6.84032e-08 9.46721e-08 1.29725e-07 1.75989e-07 2.36375e-07 3.14323e-07 4.13815e-07 5.3938e-07 6.96049e-07 8.89286e-07 1.12487e-06 1.4087e-06 1.74659e-06 2.14398e-06 2.6056e-06 3.13511e-06 3.73469e-06 4.40467e-06 5.14314e-06 5.94568e-06 6.80505e-06 7.71113e-06 8.65091e-06 9.60866e-06 1.05662e-05 1.15036e-05 1.23996e-05 1.32323e-05 1.39805e-05 1.4624e-05 1.51449e-05 1.55283e-05 1.5763e-05 1.5842e-05 1.5763e-05 1.55283e-05 1.51449e-05 1.4624e-05 1.39805e-05 1.32323e-05 1.23996e-05 1.15036e-05 1.05662e-05 9.60866e-06 8.65091e-06 7.71113e-06 6.80505e-06 5.94568e-06 5.14314e-06 4.40467e-06 3.73469e-06 3.13511e-06 2.6056e-06 2.14398e-06 1.74659e-06 1.4087e-06 1.12487e-06 8.89286e-07 6.96049e-07 5.3938e-07 4.13815e-07 3.14323e-07 2.36375e-07 1.75989e-07 1.29725e-07 9.46721e-08 6.84032e-08 4.89314e-08 3.46542e-08 2.42986e-08 1.6868e-08 1.15932e-08 7.8886e-09 5.3144e-09 3.54458e-09 2.34063e-09 1.53023e-09 9.90465e-10 6.34714e-10 4.02693e-10 2.52946e-10 1.57303e-10 9.68511e-11 
9.49335e-11 1.55738e-10 2.52946e-10 4.06741e-10 6.47538e-10 1.02063e-09 1.59268e-09 2.46064e-09 3.76377e-09 5.69975e-09 8.54564e-09 1.2685e-08 1.86421e-08 2.71241e-08 3.90726e-08 5.57246e-08 7.86825e-08 1.09994e-07 1.52234e-07 2.08601e-07 2.82993e-07 3.80095e-07 5.05436e-07 6.65422e-07 8.67332e-07 1.11926e-06 1.42999e-06 1.8088e-06 2.26521e-06 2.80854e-06 3.44756e-06 4.18985e-06 5.04131e-06 6.00544e-06 7.08278e-06 8.27026e-06 9.56075e-06 1.09426e-05 1.23996e-05 1.39108e-05 1.54509e-05 1.69907e-05 1.84981e-05 1.99388e-05 2.12778e-05 2.24809e-05 2.35156e-05 2.43533e-05 2.49698e-05 2.53471e-05 2.54742e-05 2.53471e-05 2.49698e-05 2.43533e-05 2.35156e-05 2.24809e-05 2.12778e-05 1.99388e-05 1.84981e-05 1.69907e-05 1.54509e-05 1.39108e-05 1.23996e-05 1.09426e-05 9.56075e-06 8.27026e-06 7.08278e-06 6.00544e-06 5.04131e-06 4.18985e-06 3.44756e-06 2.80854e-06 2.26521e-06 1.8088e-06 1.42999e-06 1.11926e-06 8.67332e-07 6.65422e-07 5.05436e-07 3.80095e-07 2.82993e-07 2.08601e-07 1.52234e-07 1.09994e-07 7.86825e-08 5.57246e-08 3.90726e-08 2.71241e-08 1.86421e-08 1.2685e-08 8.54564e-09 5.69975e-09 3.76377e-09 2.46064e-09 1.59268e-09 1.02063e-09 6.47538e-10 4.06741e-10 2.52946e-10 1.55738e-10 
1.51135e-10 2.47937e-10 4.02693e-10 6.47538e-10 1.03089e-09 1.62486e-09 2.53558e-09 3.91737e-09 5.99198e-09 9.07407e-09 1.36048e-08 2.01947e-08 2.96784e-08 4.31819e-08 6.22041e-08 8.87143e-08 1.25264e-07 1.75111e-07 2.42359e-07 3.32095e-07 4.50528e-07 6.05116e-07 8.04661e-07 1.05936e-06 1.3808e-06 1.78187e-06 2.27656e-06 2.87964e-06 3.60624e-06 4.47124e-06 5.48856e-06 6.67031e-06 8.02584e-06 9.56074e-06 1.12759e-05 1.31664e-05 1.52208e-05 1.74208e-05 1.97404e-05 2.21462e-05 2.4598e-05 2.70494e-05 2.94492e-05 3.17428e-05 3.38746e-05 3.57899e-05 3.74372e-05 3.87707e-05 3.97522e-05 4.0353e-05 4.05553e-05 4.0353e-05 3.97522e-05 3.87707e-05 3.74372e-05 3.57899e-05 3.38746e-05 3.17428e-05 2.94492e-05 2.70494e-05 2.4598e-05 2.21462e-05 1.97404e-05 1.74208e-05 1.52208e-05 1.31664e-05 1.12759e-05 9.56074e-06 8.02584e-06 6.67031e-06 5.48856e-06 4.47124e-06 3.60624e-06 2.87964e-06 2.27656e-06 1.78187e-06 1.3808e-06 1.05936e-06 8.04661e-07 6.05116e-07 4.50528e-07 3.32095e-07 2.42359e-07 1.75111e-07 1.25264e-07 8.87143e-08 6.22041e-08 4.31819e-08 2.96784e-08 2.01947e-08 1.36048e-08 9.07407e-09 5.99198e-09 3.91737e-09 2.53558e-09 1.62486e-09 1.03089e-09 6.47538e-10 4.02693e-10 2.47937e-10 
2.38216e-10 3.90792e-10 6.34714e-10 1.02063e-09 1.62486e-09 2.56106e-09 3.9965e-09 6.17445e-09 9.44439e-09 1.43023e-08 2.14435e-08 3.18303e-08 4.67784e-08 6.80621e-08 9.80444e-08 1.39829e-07 1.97437e-07 2.76005e-07 3.82e-07 5.23439e-07 7.1011e-07 9.53768e-07 1.26828e-06 1.66974e-06 2.17639e-06 2.80854e-06 3.58825e-06 4.53881e-06 5.68406e-06 7.04745e-06 8.65092e-06 1.05136e-05 1.26501e-05 1.50694e-05 1.77727e-05 2.07525e-05 2.39907e-05 2.74582e-05 3.11142e-05 3.49062e-05 3.87707e-05 4.26346e-05 4.6417e-05 5.00321e-05 5.33922e-05 5.64111e-05 5.90075e-05 6.11094e-05 6.26564e-05 6.36033e-05 6.39221e-05 6.36033e-05 6.26564e-05 6.11094e-05 5.90075e-05 5.64111e-05 5.33922e-05 5.00321e-05 4.6417e-05 4.26346e-05 3.87707e-05 3.49062e-05 3.11142e-05 2.74582e-05 2.39907e-05 2.07525e-05 1.77727e-05 1.50694e-05 1.26501e-05 1.05136e-05 8.65092e-06 7.04745e-06 5.68406e-06 4.53881e-06 3.58825e-06 2.80854e-06 2.17639e-06 1.66974e-06 1.26828e-06 9.53768e-07 7.1011e-07 5.23439e-07 3.82e-07 2.76005e-07 1.97437e-07 1.39829e-07 9.80444e-08 6.80621e-08 4.67784e-08 3.18303e-08 2.14435e-08 1.43023e-08 9.44439e-09 6.17445e-09 3.9965e-09 2.56106e-09 1.62486e-09 1.02063e-09 6.34714e-10 3.90792e-10 
3.71733e-10 6.09827e-10 9.90465e-10 1.59268e-09 2.53558e-09 3.9965e-09 6.2365e-09 9.63516e-09 1.47379e-08 2.23186e-08 3.34623e-08 4.96709e-08 7.29971e-08 1.0621e-07 1.52997e-07 2.18202e-07 3.08099e-07 4.30704e-07 5.96107e-07 8.16821e-07 1.10812e-06 1.48834e-06 1.97914e-06 2.6056e-06 3.39623e-06 4.3827e-06 5.59943e-06 7.08277e-06 8.86991e-06 1.09975e-05 1.34997e-05 1.64063e-05 1.97404e-05 2.35156e-05 2.77342e-05 3.2384e-05 3.74372e-05 4.28482e-05 4.85534e-05 5.44708e-05 6.05013e-05 6.65308e-05 7.24332e-05 7.80746e-05 8.3318e-05 8.80289e-05 9.20806e-05 9.53605e-05 9.77746e-05 9.92523e-05 9.97498e-05 9.92523e-05 9.77746e-05 9.53605e-05 9.20806e-05 8.80289e-05 8.3318e-05 7.80746e-05 7.24332e-05 6.65308e-05 6.05013e-05 5.44708e-05 4.85534e-05 4.28482e-05 3.74372e-05 3.2384e-05 2.77342e-05 2.35156e-05 1.97404e-05 1.64063e-05 1.34997e-05 1.09975e-05 8.86991e-06 7.08277e-06 5.59943e-06 4.3827e-06 3.39623e-06 2.6056e-06 1.97914e-06 1.48834e-06 1.10812e-06 8.16821e-07 5.96107e-07 4.30704e-07 3.08099e-07 2.18202e-07 1.52997e-07 1.0621e-07 7.29971e-08 4.96709e-08 3.34623e-08 2.23186e-08 1.47379e-08 9.63516e-09 6.2365e-09 3.9965e-09 2.53558e-09 1.59268e-09 9.90465e-10 6.09827e-10 
5.74313e-10 9.42159e-10 1.53023e-09 2.46064e-09 3.91737e-09 6.17445e-09 9.63516e-09 1.4886e-08 2.27695e-08 3.44814e-08 5.1698e-08 7.67397e-08 1.12778e-07 1.64091e-07 2.36375e-07 3.37113e-07 4.76001e-07 6.65421e-07 9.20963e-07 1.26196e-06 1.712e-06 2.29944e-06 3.0577e-06 4.02556e-06 5.24704e-06 6.77111e-06 8.65091e-06 1.09426e-05 1.37037e-05 1.69907e-05 2.08565e-05 2.53471e-05 3.04981e-05 3.63307e-05 4.28482e-05 5.00321e-05 5.78391e-05 6.61989e-05 7.50132e-05 8.41553e-05 9.34722e-05 0.000102788 0.000111907 0.000120622 0.000128723 0.000136001 0.000142261 0.000147328 0.000151058 0.000153341 0.00015411 0.000153341 0.000151058 0.000147328 0.000142261 0.000136001 0.000128723 0.000120622 0.000111907 0.000102788 9.34722e-05 8.41553e-05 7.50132e-05 6.61989e-05 5.78391e-05 5.00321e-05 4.28482e-05 3.63307e-05 3.04981e-05 2.53471e-05 2.08565e-05 1.69907e-05 1.37037e-05 1.09426e-05 8.65091e-06 6.77111e-06 5.24704e-06 4.02556e-06 3.0577e-06 2.29944e-06 1.712e-06 1.26196e-06 9.20963e-07 6.65421e-07 4.76001e-07 3.37113e-07 2.36375e-07 1.64091e-07 1.12778e-07 7.67397e-08 5.1698e-08 3.44814e-08 2.27695e-08 1.4886e-08 9.63516e-09 6.17445e-09 3.91737e-09 2.46064e-09 1.53023e-09 9.42159e-10 
8.78465e-10 1.44112e-09 2.34063e-09 3.76377e-09 5.99198e-09 9.44439e-09 1.47379e-08 2.27695e-08 3.4828e-08 5.27425e-08 7.90769e-08 1.17381e-07 1.72504e-07 2.50992e-07 3.61558e-07 5.15646e-07 7.28087e-07 1.01782e-06 1.4087e-06 1.93028e-06 2.61867e-06 3.5172e-06 4.67704e-06 6.15747e-06 8.02584e-06 1.0357e-05 1.32324e-05 1.67377e-05 2.0961e-05 2.59888e-05 3.19019e-05 3.87707e-05 4.66497e-05 5.55712e-05 6.55403e-05 7.65287e-05 8.84702e-05 0.000101257 0.00011474 0.000128723 0.000142974 0.000157223 0.000171171 0.000184503 0.000196894 0.000208027 0.000217602 0.000225353 0.000231057 0.000234549 0.000235725 0.000234549 0.000231057 0.000225353 0.000217602 0.000208027 0.000196894 0.000184503 0.000171171 0.000157223 0.000142974 0.000128723 0.00011474 0.000101257 8.84702e-05 7.65287e-05 6.55403e-05 5.55712e-05 4.66497e-05 3.87707e-05 3.19019e-05 2.59888e-05 2.0961e-05 1.67377e-05 1.32324e-05 1.0357e-05 8.02584e-06 6.15747e-06 4.67704e-06 3.5172e-06 2.61867e-06 1.93028e-06 1.4087e-06 1.01782e-06 7.28087e-07 5.15646e-07 3.61558e-07 2.50992e-07 1.72504e-07 1.17381e-07 7.90769e-08 5.27425e-08 3.4828e-08 2.27695e-08 1.47379e-08 9.44439e-09 5.99198e-09 3.76377e-09 2.34063e-09 1.44112e-09 
1.33032e-09 2.18239e-09 3.54458e-09 5.69975e-09 9.07407e-09 1.43023e-08 2.23186e-08 3.44814e-08 5.27425e-08 7.98717e-08 1.19752e-07 1.77758e-07 2.61235e-07 3.80095e-07 5.47532e-07 7.80879e-07 1.10259e-06 1.54136e-06 2.13329e-06 2.92316e-06 3.96563e-06 5.32634e-06 7.08277e-06 9.32469e-06 1.21541e-05 1.56844e-05 2.00387e-05 2.53471e-05 3.17428e-05 3.93567e-05 4.83113e-05 5.87133e-05 7.06449e-05 8.41554e-05 9.92523e-05 0.000115893 0.000133977 0.000153341 0.000173758 0.000194935 0.000216516 0.000238094 0.000259217 0.000279406 0.000298171 0.000315029 0.000329529 0.000341267 0.000349906 0.000355194 0.000356975 0.000355194 0.000349906 0.000341267 0.000329529 0.000315029 0.000298171 0.000279406 0.000259217 0.000238094 0.000216516 0.000194935 0.000173758 0.000153341 0.000133977 0.000115893 9.92523e-05 8.41554e-05 7.06449e-05 5.87133e-05 4.83113e-05 3.93567e-05 3.17428e-05 2.53471e-05 2.00387e-05 1.56844e-05 1.21541e-05 9.32469e-06 7.08277e-06 5.32634e-06 3.96563e-06 2.92316e-06 2.13329e-06 1.54136e-06 1.10259e-06 7.80879e-07 5.47532e-07 3.80095e-07 2.61235e-07 1.77758e-07 1.19752e-07 7.98717e-08 5.27425e-08 3.44814e-08 2.23186e-08 1.43023e-08 9.07407e-09 5.69975e-09 3.54458e-09 2.18239e-09 
